,dag,mccabe,dag_nodes,dag_edges,p_conditional,p_edge,p_invert_edge,structural_hamming_distance,total_tests,n_tests,num_jobs,new_mccabe,mutation_score,true_positives,true_negatives,false_positives,false_negatives
1371,misspecified_dag_75,57,30,205,1.0,0.5,0.75,331,4340,10,576,29,0.2,249.0,96351.0,152561.0,389.0
1372,misspecified_dag_50,57,30,228,1.0,0.5,0.5,220,4340,10,576,29,0.40869565217391307,505.0,121395.0,127190.0,460.0
1373,misspecified_dag_25,57,30,228,1.0,0.5,0.25,104,4340,10,576,29,0.542608695652174,745.0,162555.0,85813.0,437.0
1374,misspecified_dag_100,57,30,196,1.0,0.5,1.0,430,4340,10,576,29,0.22260869565217392,283.0,89417.0,159457.0,393.0
1375,original_dag,59,30,435,1.0,1.0,0.0,0,4350,10,436,30,0.9655172413793104,1956.0,177264.0,9952.0,53.0
1376,misspecified_dag_75,59,30,108,1.0,1.0,0.75,327,4350,10,436,30,0.25057471264367814,225.0,58065.0,130581.0,354.0
1377,misspecified_dag_50,59,30,219,1.0,1.0,0.5,216,4350,10,436,30,0.39080459770114945,375.0,95760.0,92614.0,476.0
1378,misspecified_dag_25,59,30,330,1.0,1.0,0.25,105,4350,10,436,30,0.5333333333333333,692.0,141118.0,47063.0,352.0
1379,misspecified_dag_100,59,30,0,1.0,1.0,1.0,435,4350,10,436,30,0.17471264367816092,253.0,19322.0,169386.0,264.0
1380,original_dag,33,30,316,0.25,0.75,0.0,0,434,1,448,5,0.9731543624161074,684.0,187503.0,5759.0,52.0
1381,misspecified_dag_75,33,30,183,0.25,0.75,0.75,323,434,1,448,5,0.11185682326621924,67.0,77711.0,116124.0,96.0
1382,misspecified_dag_50,33,30,219,0.25,0.75,0.5,199,434,1,448,5,0.14541387024608501,88.0,97358.0,96438.0,114.0
1383,misspecified_dag_25,33,30,266,0.25,0.75,0.25,104,434,1,448,5,0.34675615212527966,240.0,130284.0,63366.0,108.0
1384,misspecified_dag_100,33,30,116,0.25,0.75,1.0,432,434,1,448,5,0.07829977628635347,49.0,46886.0,146979.0,84.0
1385,original_dag,59,30,310,1.0,0.75,0.0,0,4350,10,528,30,0.9563567362428842,1449.0,215675.0,12023.0,98.0
1386,misspecified_dag_75,59,30,178,1.0,0.75,0.75,314,4350,10,528,30,0.20872865275142316,251.0,88812.0,139875.0,307.0
1387,misspecified_dag_50,59,30,219,1.0,0.75,0.5,207,4350,10,528,30,0.2998102466793169,313.0,110357.0,118210.0,365.0
1388,misspecified_dag_25,59,30,265,1.0,0.75,0.25,103,4350,10,528,30,0.5199240986717267,593.0,151710.0,76541.0,401.0
1389,misspecified_dag_100,59,30,125,1.0,0.75,1.0,435,4350,10,528,30,0.20113851992409867,211.0,58813.0,169945.0,276.0
1390,original_dag,44,30,435,0.5,1.0,0.0,0,2175,5,436,15,0.9908045977011494,753.0,184557.0,3908.0,7.0
1391,misspecified_dag_75,44,30,97,0.5,1.0,0.75,338,2175,5,436,15,0.13793103448275862,95.0,44710.0,144278.0,142.0
1392,misspecified_dag_50,44,30,226,0.5,1.0,0.5,209,2175,5,436,15,0.15632183908045977,120.0,96450.0,92550.0,105.0
1393,misspecified_dag_25,44,30,337,0.5,1.0,0.25,98,2175,5,436,15,0.26666666666666666,218.0,143767.0,45123.0,117.0
1394,misspecified_dag_100,44,30,0,0.5,1.0,1.0,435,2175,5,436,15,0.05517241379310345,83.0,9487.0,179568.0,87.0
1395,original_dag,47,30,435,0.75,1.0,0.0,0,435,1,436,18,0.8390804597701149,633.0,152922.0,35414.0,256.0
1396,misspecified_dag_75,47,30,108,0.75,1.0,0.75,327,435,1,436,18,0.13333333333333333,162.0,53778.0,135120.0,165.0
1397,misspecified_dag_50,47,30,211,0.75,1.0,0.5,224,435,1,436,18,0.2482758620689655,245.0,92845.0,95898.0,237.0
1398,misspecified_dag_25,47,30,336,0.75,1.0,0.25,99,435,1,436,18,0.37471264367816093,271.0,131099.0,57610.0,245.0
1399,misspecified_dag_100,47,30,0,0.75,1.0,1.0,435,435,1,436,18,0.11494252873563218,141.0,8994.0,179897.0,193.0
1400,original_dag,39,30,115,0.5,0.25,0.0,0,4250,10,472,14,0.9893842887473461,1708.0,197525.0,941.0,1.0
1401,misspecified_dag_75,39,30,237,0.5,0.25,0.75,276,4250,10,472,14,0.39065817409766457,386.0,90988.0,108267.0,534.0
1402,misspecified_dag_50,39,30,205,0.5,0.25,0.5,200,4250,10,472,14,0.49469214437367304,472.0,99851.0,99319.0,533.0
1403,misspecified_dag_25,39,30,168,0.5,0.25,0.25,103,4250,10,472,14,0.6942675159235668,902.0,140398.0,58519.0,356.0
1404,misspecified_dag_100,39,30,265,0.5,0.25,1.0,380,4250,10,472,14,0.25902335456475584,331.0,77384.0,121882.0,578.0
1405,original_dag,51,30,435,0.75,1.0,0.0,0,2175,5,436,22,0.903448275862069,1037.0,158173.0,29783.0,232.0
1406,misspecified_dag_75,51,30,111,0.75,1.0,0.75,324,2175,5,436,22,0.18160919540229886,157.0,49868.0,138916.0,284.0
1407,misspecified_dag_50,51,30,211,0.75,1.0,0.5,224,2175,5,436,22,0.25287356321839083,227.0,91993.0,96798.0,207.0
1408,misspecified_dag_25,51,30,329,0.75,1.0,0.25,106,2175,5,436,22,0.39770114942528734,385.0,134465.0,54170.0,205.0
1409,misspecified_dag_100,51,30,0,0.75,1.0,1.0,435,2175,5,436,22,0.15402298850574714,214.0,5441.0,183287.0,283.0
1410,original_dag,47,30,435,0.75,1.0,0.0,0,4350,10,436,18,0.9977011494252873,896.0,186589.0,1733.0,7.0
1411,misspecified_dag_75,47,30,108,0.75,1.0,0.75,327,4350,10,436,18,0.09655172413793103,47.0,47803.0,141278.0,97.0
1412,misspecified_dag_50,47,30,211,0.75,1.0,0.5,224,4350,10,436,18,0.1103448275862069,81.0,91704.0,97316.0,124.0
1413,misspecified_dag_25,47,30,336,0.75,1.0,0.25,99,4350,10,436,18,0.35402298850574715,288.0,145002.0,43881.0,54.0
1414,misspecified_dag_100,47,30,0,0.75,1.0,1.0,435,4350,10,436,18,0.07816091954022988,100.0,3815.0,185190.0,120.0
1415,original_dag,51,30,108,1.0,0.25,0.0,0,2125,5,565,26,0.9645390070921985,1823.0,236185.0,1669.0,23.0
1416,misspecified_dag_75,51,30,229,1.0,0.25,0.75,285,2125,5,565,26,0.3953900709219858,462.0,106134.0,132416.0,688.0
1417,misspecified_dag_50,51,30,185,1.0,0.25,0.5,193,2125,5,565,26,0.4716312056737589,536.0,116776.0,121714.0,674.0
1418,misspecified_dag_25,51,30,152,1.0,0.25,0.25,92,2125,5,565,26,0.6773049645390071,925.0,165455.0,72939.0,381.0
1419,misspecified_dag_100,51,30,262,1.0,0.25,1.0,370,2125,5,565,26,0.225177304964539,346.0,80306.0,158278.0,770.0
1420,original_dag,57,30,232,1.0,0.5,0.0,0,2170,5,557,29,0.9622302158273381,1754.0,229542.0,9922.0,86.0
1421,misspecified_dag_75,57,30,185,1.0,0.5,0.75,319,2170,5,557,29,0.28597122302158273,364.0,93044.0,147357.0,539.0
1422,misspecified_dag_50,57,30,205,1.0,0.5,0.5,205,2170,5,557,29,0.43884892086330934,566.0,123978.0,116261.0,499.0
1423,misspecified_dag_25,57,30,214,1.0,0.5,0.25,96,2170,5,557,29,0.5701438848920863,929.0,155863.0,84094.0,418.0
1424,misspecified_dag_100,57,30,188,1.0,0.5,1.0,420,2170,5,557,29,0.22482014388489208,284.0,85340.0,155185.0,495.0
1425,original_dag,44,30,330,0.5,0.75,0.0,0,435,1,483,15,0.8070539419087137,784.0,182858.0,25897.0,131.0
1426,misspecified_dag_75,44,30,165,0.5,0.75,0.75,331,435,1,483,15,0.22406639004149378,243.0,80251.0,128827.0,349.0
1427,misspecified_dag_50,44,30,218,0.5,0.75,0.5,224,435,1,483,15,0.3132780082987552,296.0,106708.0,102313.0,353.0
1428,misspecified_dag_25,44,30,272,0.5,0.75,0.25,124,435,1,483,15,0.4024896265560166,341.0,133655.0,75402.0,272.0
1429,misspecified_dag_100,44,30,105,0.5,0.75,1.0,435,435,1,483,15,0.2033195020746888,239.0,51335.0,157833.0,263.0
1430,original_dag,55,30,215,1.0,0.5,0.0,0,432,1,581,28,0.7068965517241379,1053.0,214127.0,35162.0,218.0
1431,misspecified_dag_75,55,30,193,1.0,0.5,0.75,316,432,1,581,28,0.3913793103448276,678.0,103722.0,145449.0,711.0
1432,misspecified_dag_50,55,30,200,1.0,0.5,0.5,201,432,1,581,28,0.4051724137931034,677.0,128083.0,121025.0,775.0
1433,misspecified_dag_25,55,30,197,1.0,0.5,0.25,104,432,1,581,28,0.4603448275862069,632.0,150168.0,99192.0,568.0
1434,misspecified_dag_100,55,30,195,1.0,0.5,1.0,410,432,1,581,28,0.31724137931034485,511.0,87069.0,162309.0,671.0
1435,original_dag,53,30,326,0.75,0.75,0.0,0,4350,10,506,24,0.9861386138613861,1436.0,204604.0,13415.0,220.0
1436,misspecified_dag_75,53,30,154,0.75,0.75,0.75,330,4350,10,506,24,0.3207920792079208,352.0,79438.0,139546.0,339.0
1437,misspecified_dag_50,53,30,212,0.75,0.75,0.5,220,4350,10,506,24,0.37623762376237624,387.0,112228.0,106757.0,303.0
1438,misspecified_dag_25,53,30,261,0.75,0.75,0.25,121,4350,10,506,24,0.38415841584158417,407.0,137963.0,80964.0,341.0
1439,misspecified_dag_100,53,30,109,0.75,0.75,1.0,435,4350,10,506,24,0.1801980198019802,173.0,53357.0,165828.0,317.0
1440,original_dag,50,30,310,0.75,0.75,0.0,0,435,1,496,21,0.7737373737373737,945.0,182205.0,31949.0,226.0
1441,misspecified_dag_75,50,30,178,0.75,0.75,0.75,314,435,1,496,21,0.24444444444444444,329.0,85801.0,128761.0,434.0
1442,misspecified_dag_50,50,30,219,0.75,0.75,0.5,207,435,1,496,21,0.34545454545454546,444.0,107466.0,107041.0,374.0
1443,misspecified_dag_25,50,30,265,0.75,0.75,0.25,103,435,1,496,21,0.5111111111111111,558.0,139032.0,75349.0,386.0
1444,misspecified_dag_100,50,30,125,0.75,0.75,1.0,435,435,1,496,21,0.22626262626262628,273.0,61602.0,153113.0,337.0
1445,original_dag,56,30,435,0.75,1.0,0.0,0,4350,10,436,27,0.9632183908045977,1680.0,171015.0,16369.0,161.0
1446,misspecified_dag_75,56,30,97,0.75,1.0,0.75,338,4350,10,436,27,0.36091954022988504,368.0,49657.0,138807.0,393.0
1447,misspecified_dag_50,56,30,217,0.75,1.0,0.5,218,4350,10,436,27,0.49195402298850577,505.0,91715.0,96428.0,577.0
1448,misspecified_dag_25,56,30,330,0.75,1.0,0.25,105,4350,10,436,27,0.5655172413793104,800.0,140140.0,47969.0,316.0
1449,misspecified_dag_100,56,30,0,0.75,1.0,1.0,435,4350,10,436,27,0.29195402298850576,674.0,18031.0,169949.0,571.0
1450,original_dag,59,30,435,1.0,1.0,0.0,0,2175,5,436,30,0.9701149425287356,1023.0,174717.0,13402.0,83.0
1451,misspecified_dag_75,59,30,111,1.0,1.0,0.75,324,2175,5,436,30,0.13793103448275862,132.0,52068.0,136841.0,184.0
1452,misspecified_dag_50,59,30,222,1.0,1.0,0.5,213,2175,5,436,30,0.2597701149425287,220.0,95915.0,92840.0,250.0
1453,misspecified_dag_25,59,30,336,1.0,1.0,0.25,99,2175,5,436,30,0.3816091954022989,485.0,144370.0,44222.0,148.0
1454,misspecified_dag_100,59,30,0,1.0,1.0,1.0,435,2175,5,436,30,0.10344827586206896,139.0,12476.0,176398.0,212.0
1455,original_dag,47,30,209,0.75,0.5,0.0,0,4320,10,509,20,0.9862204724409449,1830.0,212546.0,5017.0,63.0
1456,misspecified_dag_75,47,30,218,0.75,0.5,0.75,311,4320,10,509,20,0.2618110236220472,332.0,96188.0,122510.0,426.0
1457,misspecified_dag_50,47,30,209,0.75,0.5,0.5,190,4320,10,509,20,0.3838582677165354,494.0,110758.0,107700.0,504.0
1458,misspecified_dag_25,47,30,205,0.75,0.5,0.25,92,4320,10,509,20,0.4881889763779528,623.0,132473.0,85879.0,481.0
1459,misspecified_dag_100,47,30,209,0.75,0.5,1.0,418,4320,10,509,20,0.20669291338582677,301.0,85043.0,133678.0,434.0
1460,original_dag,51,30,435,0.75,1.0,0.0,0,435,1,436,22,0.7655172413793103,819.0,121851.0,66147.0,408.0
1461,misspecified_dag_75,51,30,103,0.75,1.0,0.75,332,435,1,436,22,0.27586206896551724,390.0,59205.0,129117.0,513.0
1462,misspecified_dag_50,51,30,215,0.75,1.0,0.5,220,435,1,436,22,0.4160919540229885,641.0,90709.0,97198.0,677.0
1463,misspecified_dag_25,51,30,320,0.75,1.0,0.25,115,435,1,436,22,0.5448275862068965,662.0,115048.0,72823.0,692.0
1464,misspecified_dag_100,51,30,0,0.75,1.0,1.0,435,435,1,436,22,0.10114942528735632,217.0,17183.0,171430.0,395.0
1465,original_dag,59,30,224,1.0,0.5,0.0,0,2175,5,605,30,0.9685430463576159,2073.0,246171.0,14411.0,85.0
1466,misspecified_dag_75,59,30,221,1.0,0.5,0.75,329,2175,5,605,30,0.40066225165562913,605.0,120195.0,141531.0,409.0
1467,misspecified_dag_50,59,30,223,1.0,0.5,0.5,213,2175,5,605,30,0.445364238410596,623.0,133465.0,127976.0,676.0
1468,misspecified_dag_25,59,30,220,1.0,0.5,0.25,100,2175,5,605,30,0.543046357615894,851.0,163437.0,97938.0,514.0
1469,misspecified_dag_100,59,30,211,1.0,0.5,1.0,435,2175,5,605,30,0.271523178807947,373.0,103515.0,158236.0,616.0
1470,original_dag,48,30,218,0.5,0.5,0.0,0,434,1,545,20,0.75,1144.0,205032.0,29675.0,245.0
1471,misspecified_dag_75,48,30,211,0.5,0.5,0.75,311,434,1,545,20,0.3161764705882353,462.0,101266.0,133813.0,555.0
1472,misspecified_dag_50,48,30,209,0.5,0.5,0.5,213,434,1,545,20,0.3584558823529412,514.0,116990.0,118087.0,505.0
1473,misspecified_dag_25,48,30,206,0.5,0.5,0.25,104,434,1,545,20,0.5073529411764706,737.0,149407.0,85437.0,515.0
1474,misspecified_dag_100,48,30,204,0.5,0.5,1.0,422,434,1,545,20,0.32536764705882354,376.0,76328.0,158767.0,625.0
1475,original_dag,44,30,93,0.75,0.25,0.0,0,2125,5,476,19,0.9768421052631578,1615.0,196935.0,3310.0,15.0
1476,misspecified_dag_75,44,30,227,0.75,0.25,0.75,268,2125,5,476,19,0.4,462.0,89788.0,111080.0,545.0
1477,misspecified_dag_50,44,30,182,0.75,0.25,0.5,185,2125,5,476,19,0.4842105263157895,617.0,111483.0,89241.0,534.0
1478,misspecified_dag_25,44,30,127,0.75,0.25,0.25,84,2125,5,476,19,0.7347368421052631,937.0,146788.0,53819.0,331.0
1479,misspecified_dag_100,44,30,268,0.75,0.25,1.0,361,2125,5,476,19,0.21052631578947367,209.0,57266.0,143764.0,636.0
1480,original_dag,59,30,330,1.0,0.75,0.0,0,2175,5,530,30,0.9376181474480151,1156.0,213618.0,15246.0,95.0
1481,misspecified_dag_75,59,30,165,1.0,0.75,0.75,331,2175,5,530,30,0.20793950850661624,241.0,83341.0,146222.0,311.0
1482,misspecified_dag_50,59,30,218,1.0,0.75,0.5,224,2175,5,530,30,0.32325141776937616,330.0,119224.0,110213.0,348.0
1483,misspecified_dag_25,59,30,272,1.0,0.75,0.25,124,2175,5,530,30,0.3705103969754253,408.0,151415.0,78031.0,261.0
1484,misspecified_dag_100,59,30,105,1.0,0.75,1.0,435,2175,5,530,30,0.1947069943289225,219.0,52152.0,177434.0,310.0
1485,original_dag,49,30,115,1.0,0.25,0.0,0,4200,10,569,25,0.977112676056338,2009.0,232007.0,4522.0,22.0
1486,misspecified_dag_75,49,30,215,1.0,0.25,0.75,274,4200,10,569,25,0.43838028169014087,447.0,85321.0,151982.0,810.0
1487,misspecified_dag_50,49,30,190,1.0,0.25,0.5,185,4200,10,569,25,0.579225352112676,771.0,121349.0,115724.0,716.0
1488,misspecified_dag_25,49,30,151,1.0,0.25,0.25,90,4200,10,569,25,0.6936619718309859,1121.0,159623.0,77307.0,509.0
1489,misspecified_dag_100,49,30,246,1.0,0.25,1.0,361,4200,10,569,25,0.29225352112676056,425.0,70575.0,166667.0,893.0
1490,original_dag,59,30,435,1.0,1.0,0.0,0,2175,5,436,30,0.9126436781609195,1089.0,156816.0,31099.0,221.0
1491,misspecified_dag_75,59,30,107,1.0,1.0,0.75,328,2175,5,436,30,0.3264367816091954,374.0,53566.0,134848.0,437.0
1492,misspecified_dag_50,59,30,221,1.0,1.0,0.5,214,2175,5,436,30,0.35172413793103446,303.0,93657.0,94896.0,369.0
1493,misspecified_dag_25,59,30,319,1.0,1.0,0.25,116,2175,5,436,30,0.5379310344827586,556.0,135164.0,53173.0,332.0
1494,misspecified_dag_100,59,30,0,1.0,1.0,1.0,435,2175,5,436,30,0.16551724137931034,227.0,14128.0,174508.0,362.0
1495,original_dag,59,30,435,1.0,1.0,0.0,0,2175,5,436,30,0.9494252873563218,1348.0,174392.0,13411.0,74.0
1496,misspecified_dag_75,59,30,113,1.0,1.0,0.75,322,2175,5,436,30,0.167816091954023,122.0,51208.0,137640.0,255.0
1497,misspecified_dag_50,59,30,242,1.0,1.0,0.5,193,2175,5,436,30,0.2689655172413793,264.0,105876.0,82786.0,299.0
1498,misspecified_dag_25,59,30,341,1.0,1.0,0.25,94,2175,5,436,30,0.45517241379310347,521.0,144769.0,43778.0,157.0
1499,misspecified_dag_100,59,30,0,1.0,1.0,1.0,435,2175,5,436,30,0.12183908045977011,297.0,8838.0,179727.0,363.0
1500,original_dag,38,30,321,0.25,0.75,0.0,0,435,1,474,9,0.8668076109936576,784.0,183213.0,21541.0,217.0
1501,misspecified_dag_75,38,30,174,0.25,0.75,0.75,321,435,1,474,9,0.21141649048625794,164.0,83557.0,121860.0,174.0
1502,misspecified_dag_50,38,30,231,0.25,0.75,0.5,206,435,1,474,9,0.2917547568710359,238.0,110917.0,94375.0,225.0
1503,misspecified_dag_25,38,30,279,0.25,0.75,0.25,100,435,1,474,9,0.36363636363636365,282.0,138307.0,66953.0,213.0
1504,misspecified_dag_100,38,30,114,0.25,0.75,1.0,435,435,1,474,9,0.12050739957716702,113.0,51444.0,153994.0,204.0
1505,original_dag,47,30,223,0.5,0.5,0.0,0,434,1,530,19,0.7712665406427222,1020.0,195768.0,32555.0,243.0
1506,misspecified_dag_75,47,30,212,0.5,0.5,0.75,317,434,1,530,19,0.3497164461247637,527.0,102099.0,126520.0,440.0
1507,misspecified_dag_50,47,30,217,0.5,0.5,0.5,220,434,1,530,19,0.3629489603024575,469.0,118556.0,110057.0,504.0
1508,misspecified_dag_25,47,30,225,0.5,0.5,0.25,102,434,1,530,19,0.4725897920604915,648.0,138479.0,89975.0,484.0
1509,misspecified_dag_100,47,30,203,0.5,0.5,1.0,426,434,1,530,19,0.2533081285444234,300.0,83811.0,145061.0,414.0
1510,original_dag,59,30,435,1.0,1.0,0.0,0,4350,10,436,30,0.9839080459770115,1941.0,178149.0,9064.0,71.0
1511,misspecified_dag_75,59,30,111,1.0,1.0,0.75,324,4350,10,436,30,0.32413793103448274,349.0,52721.0,135680.0,475.0
1512,misspecified_dag_50,59,30,211,1.0,1.0,0.5,224,4350,10,436,30,0.36091954022988504,236.0,91984.0,96788.0,217.0
1513,misspecified_dag_25,59,30,329,1.0,1.0,0.25,106,4350,10,436,30,0.4160919540229885,550.0,138650.0,49769.0,256.0
1514,misspecified_dag_100,59,30,0,1.0,1.0,1.0,435,4350,10,436,30,0.16091954022988506,439.0,17396.0,171108.0,282.0
1515,original_dag,38,30,207,0.5,0.5,0.0,0,434,1,482,10,0.8316008316008316,1073.0,190365.0,17165.0,151.0
1516,misspecified_dag_75,38,30,202,0.5,0.5,0.75,293,434,1,482,10,0.30145530145530147,315.0,89632.0,118464.0,343.0
1517,misspecified_dag_50,38,30,203,0.5,0.5,0.5,196,434,1,482,10,0.3264033264033264,325.0,106457.0,101667.0,305.0
1518,misspecified_dag_25,38,30,209,0.5,0.5,0.25,102,434,1,482,10,0.5031185031185031,496.0,128412.0,79545.0,301.0
1519,misspecified_dag_100,38,30,216,0.5,0.5,1.0,423,434,1,482,10,0.20166320166320167,220.0,73854.0,134286.0,394.0
1520,original_dag,57,30,234,1.0,0.5,0.0,0,434,1,598,29,0.6767169179229481,974.0,203797.0,53927.0,400.0
1521,misspecified_dag_75,57,30,207,1.0,0.5,0.75,331,434,1,598,29,0.2864321608040201,534.0,120060.0,138007.0,497.0
1522,misspecified_dag_50,57,30,206,1.0,0.5,0.5,234,434,1,598,29,0.35175879396984927,577.0,127778.0,130229.0,514.0
1523,misspecified_dag_25,57,30,212,1.0,0.5,0.25,112,434,1,598,29,0.4489112227805695,622.0,149822.0,107997.0,657.0
1524,misspecified_dag_100,57,30,193,1.0,0.5,1.0,427,434,1,598,29,0.2964824120603015,520.0,112313.0,145840.0,425.0
1525,original_dag,59,30,326,1.0,0.75,0.0,0,4350,10,535,30,0.9812734082397003,1660.0,218882.0,11578.0,170.0
1526,misspecified_dag_75,59,30,154,1.0,0.75,0.75,330,4350,10,535,30,0.24531835205992508,194.0,78304.0,153502.0,290.0
1527,misspecified_dag_50,59,30,212,1.0,0.75,0.5,220,4350,10,535,30,0.28651685393258425,243.0,114567.0,117110.0,370.0
1528,misspecified_dag_25,59,30,261,1.0,0.75,0.25,121,4350,10,535,30,0.43258426966292135,557.0,146827.0,84548.0,358.0
1529,misspecified_dag_100,59,30,109,1.0,0.75,1.0,435,4350,10,535,30,0.18352059925093633,150.0,54852.0,176968.0,320.0
1530,original_dag,34,30,209,0.25,0.5,0.0,0,4340,10,487,6,0.9979423868312757,1706.0,208246.0,966.0,6.0
1531,misspecified_dag_75,34,30,220,0.25,0.5,0.75,327,4340,10,487,6,0.2222222222222222,203.0,90193.0,120293.0,235.0
1532,misspecified_dag_50,34,30,199,0.25,0.5,0.5,204,4340,10,487,6,0.2839506172839506,229.0,99887.0,110576.0,232.0
1533,misspecified_dag_25,34,30,210,0.25,0.5,0.25,95,4340,10,487,6,0.4218106995884774,510.0,128766.0,81376.0,272.0
1534,misspecified_dag_100,34,30,217,0.25,0.5,1.0,426,4340,10,487,6,0.1419753086419753,105.0,81543.0,129084.0,192.0
1535,original_dag,50,30,339,0.75,0.75,0.0,0,434,1,479,22,0.8284518828451883,990.0,164398.0,41613.0,451.0
1536,misspecified_dag_75,50,30,145,0.75,0.75,0.75,326,434,1,479,22,0.28661087866108786,336.0,80924.0,125884.0,308.0
1537,misspecified_dag_50,50,30,202,0.75,0.75,0.5,221,434,1,479,22,0.3200836820083682,463.0,98005.0,108523.0,461.0
1538,misspecified_dag_25,50,30,266,0.75,0.75,0.25,121,434,1,479,22,0.4790794979079498,650.0,126020.0,80297.0,485.0
1539,misspecified_dag_100,50,30,88,0.75,0.75,1.0,427,434,1,479,22,0.200836820083682,266.0,50402.0,156395.0,389.0
1540,original_dag,38,30,435,0.25,1.0,0.0,0,2175,5,436,9,0.9770114942528736,715.0,167630.0,20737.0,143.0
1541,misspecified_dag_75,38,30,107,0.25,1.0,0.75,328,2175,5,436,9,0.10344827586206896,105.0,52530.0,136455.0,135.0
1542,misspecified_dag_50,38,30,200,0.25,1.0,0.5,235,2175,5,436,9,0.15862068965517243,107.0,87763.0,101236.0,119.0
1543,misspecified_dag_25,38,30,315,0.25,1.0,0.25,120,2175,5,436,9,0.2413793103448276,203.0,132907.0,55953.0,162.0
1544,misspecified_dag_100,38,30,0,0.25,1.0,1.0,435,2175,5,436,9,0.027586206896551724,27.0,3453.0,185688.0,57.0
1545,original_dag,53,30,209,0.75,0.5,0.0,0,4350,10,548,24,0.9963436928702011,2036.0,232627.0,3252.0,30.0
1546,misspecified_dag_75,53,30,231,0.75,0.5,0.75,328,4350,10,548,24,0.340036563071298,476.0,103454.0,133539.0,476.0
1547,misspecified_dag_50,53,30,208,0.75,0.5,0.5,209,4350,10,548,24,0.4405850091407678,586.0,117019.0,119764.0,576.0
1548,misspecified_dag_25,53,30,215,0.75,0.5,0.25,104,4350,10,548,24,0.6361974405850092,1005.0,147779.0,88534.0,627.0
1549,misspecified_dag_100,53,30,226,0.75,0.5,1.0,435,4350,10,548,24,0.28884826325411334,457.0,94174.0,142692.0,622.0
1550,original_dag,32,30,208,0.25,0.5,0.0,0,2160,5,433,5,0.9953703703703703,1330.0,184430.0,864.0,0.0
1551,misspecified_dag_75,32,30,217,0.25,0.5,0.75,305,2160,5,433,5,0.2199074074074074,152.0,80632.0,105608.0,232.0
1552,misspecified_dag_50,32,30,220,0.25,0.5,0.5,208,2160,5,433,5,0.28935185185185186,222.0,91362.0,94785.0,255.0
1553,misspecified_dag_25,32,30,217,0.25,0.5,0.25,101,2160,5,433,5,0.4652777777777778,390.0,118410.0,67574.0,250.0
1554,misspecified_dag_100,32,30,203,0.25,0.5,1.0,411,2160,5,433,5,0.11805555555555555,80.0,64288.0,122054.0,202.0
1555,original_dag,39,30,231,0.25,0.5,0.0,0,4350,10,491,10,1.0,1527.0,211133.0,489.0,1.0
1556,misspecified_dag_75,39,30,218,0.25,0.5,0.75,327,4350,10,491,10,0.11632653061224489,81.0,93509.0,119374.0,186.0
1557,misspecified_dag_50,39,30,199,0.25,0.5,0.5,232,4350,10,491,10,0.21020408163265306,171.0,94399.0,118372.0,208.0
1558,misspecified_dag_25,39,30,226,0.25,0.5,0.25,117,4350,10,491,10,0.36122448979591837,330.0,124130.0,88347.0,343.0
1559,misspecified_dag_100,39,30,204,0.25,0.5,1.0,435,4350,10,491,10,0.08979591836734693,66.0,80784.0,132129.0,171.0
1560,original_dag,37,30,218,0.25,0.5,0.0,0,4340,10,458,9,1.0,1424.0,196000.0,890.0,24.0
1561,misspecified_dag_75,37,30,211,0.25,0.5,0.75,311,4340,10,458,9,0.2100656455142232,143.0,81660.0,116299.0,236.0
1562,misspecified_dag_50,37,30,209,0.25,0.5,0.5,213,4340,10,458,9,0.27571115973741794,233.0,95280.0,102592.0,233.0
1563,misspecified_dag_25,37,30,206,0.25,0.5,0.25,104,4340,10,458,9,0.4814004376367615,476.0,124742.0,72847.0,273.0
1564,misspecified_dag_100,37,30,204,0.25,0.5,1.0,422,4340,10,458,9,0.12253829321663019,96.0,66169.0,131827.0,246.0
1565,original_dag,35,30,435,0.25,1.0,0.0,0,4350,10,436,6,0.9977011494252873,574.0,186041.0,2599.0,11.0
1566,misspecified_dag_75,35,30,98,0.25,1.0,0.75,337,4350,10,436,6,0.04827586206896552,27.0,42603.0,146527.0,68.0
